FECHA,PROVINCIA,TIPO_TRANSPORTE,TOTAL_VIAJES
2024-03-17,CATAMARCA,COLECTIVO,12261
2024-03-17,CHACO,COLECTIVO,14730
2024-03-17,CHUBUT,COLECTIVO,25681
2024-03-17,CORDOBA,COLECTIVO,1718
2024-03-17,CORRIENTES,COLECTIVO,13463
2024-03-17,ENTRE RÍOS,COLECTIVO,25610
2024-03-17,FORMOSA,COLECTIVO,2621
2024-03-17,JUJUY,COLECTIVO,63003
2024-03-17,LA PAMPA,COLECTIVO,2311
2024-03-17,MENDOZA,COLECTIVO,258363
2024-03-17,NEUQUÉN,COLECTIVO,36848
2024-03-17,RÍO NEGRO,COLECTIVO,22813
2024-03-17,SAN JUAN,COLECTIVO,76321
2024-03-17,SAN LUIS,COLECTIVO,14136
2024-03-17,SANTA CRUZ,COLECTIVO,2392
2024-03-17,SANTA FE,COLECTIVO,142314
2024-03-17,TIERRA DEL FUEGO,COLECTIVO,6212
2024-03-18,BUENOS AIRES,COLECTIVO,5684517
2024-03-18,BUENOS AIRES,LANCHAS,1241
2024-03-18,CATAMARCA,COLECTIVO,66117
2024-03-18,CHACO,COLECTIVO,79426
2024-03-18,CHUBUT,COLECTIVO,109850
2024-03-18,CORDOBA,COLECTIVO,12875
2024-03-18,CORRIENTES,COLECTIVO,95469
2024-03-18,ENTRE RÍOS,COLECTIVO,124729
2024-03-18,FORMOSA,COLECTIVO,16631
2024-03-18,JUJUY,COLECTIVO,204724
2024-03-18,LA PAMPA,COLECTIVO,15251
2024-03-18,MENDOZA,COLECTIVO,830121
2024-03-18,NEUQUÉN,COLECTIVO,115169
2024-03-18,RÍO NEGRO,COLECTIVO,63897
2024-03-18,SAN JUAN,COLECTIVO,335292
2024-03-18,SAN LUIS,COLECTIVO,64566
2024-03-18,SANTA CRUZ,COLECTIVO,10797
2024-03-18,SANTA FE,COLECTIVO,605466
2024-03-18,SANTIAGO DEL ESTERO,COLECTIVO,1817
2024-03-18,TIERRA DEL FUEGO,COLECTIVO,30678
2024-03-19,BUENOS AIRES,LANCHAS,1229
2024-03-19,BUENOS AIRES,COLECTIVO,5700197
2024-03-19,CATAMARCA,COLECTIVO,65015
2024-03-19,CHACO,COLECTIVO,79896
2024-03-19,CHUBUT,COLECTIVO,108953
2024-03-19,CORDOBA,COLECTIVO,12556
2024-03-19,CORRIENTES,COLECTIVO,107749
2024-03-19,ENTRE RÍOS,COLECTIVO,119884
2024-03-19,FORMOSA,COLECTIVO,13512
2024-03-19,JUJUY,COLECTIVO,203290
2024-03-19,LA PAMPA,COLECTIVO,14295
2024-03-19,MENDOZA,COLECTIVO,837350
2024-03-19,NEUQUÉN,COLECTIVO,97131
2024-03-19,RÍO NEGRO,COLECTIVO,55259
2024-03-19,SAN JUAN,COLECTIVO,337557
2024-03-19,SAN LUIS,COLECTIVO,65791
2024-03-19,SANTA CRUZ,COLECTIVO,10355
2024-03-19,SANTA FE,COLECTIVO,502897
2024-03-19,SANTIAGO DEL ESTERO,COLECTIVO,1719
2024-03-19,TIERRA DEL FUEGO,COLECTIVO,31458
2024-03-20,BUENOS AIRES,LANCHAS,912
2024-03-20,BUENOS AIRES,COLECTIVO,3134055
2024-03-20,CATAMARCA,COLECTIVO,63350
2024-03-20,CHACO,COLECTIVO,79157
2024-03-20,CHUBUT,COLECTIVO,96903
2024-03-20,CORDOBA,COLECTIVO,11636
2024-03-20,CORRIENTES,COLECTIVO,101462
2024-03-20,ENTRE RÍOS,COLECTIVO,118098
2024-03-20,JUJUY,COLECTIVO,206829
2024-03-20,LA PAMPA,COLECTIVO,13258
2024-03-20,MENDOZA,COLECTIVO,808054
2024-03-20,NEUQUÉN,COLECTIVO,87978
2024-03-20,RÍO NEGRO,COLECTIVO,60169
2024-03-20,SAN JUAN,COLECTIVO,298957
2024-03-20,SAN LUIS,COLECTIVO,62572
2024-03-20,SANTA CRUZ,COLECTIVO,9453
2024-03-20,SANTA FE,COLECTIVO,480058
2024-03-20,SANTIAGO DEL ESTERO,COLECTIVO,1850
2024-03-20,TIERRA DEL FUEGO,COLECTIVO,31611
2024-03-21,BUENOS AIRES,COLECTIVO,5834089
2024-03-21,BUENOS AIRES,LANCHAS,915
2024-03-21,CATAMARCA,COLECTIVO,64102
2024-03-21,CHACO,COLECTIVO,53260
2024-03-21,CHUBUT,COLECTIVO,109621
2024-03-21,CORDOBA,COLECTIVO,12282
2024-03-21,CORRIENTES,COLECTIVO,62081
2024-03-21,ENTRE RÍOS,COLECTIVO,118582
2024-03-21,JUJUY,COLECTIVO,201010
2024-03-21,LA PAMPA,COLECTIVO,15654
2024-03-21,MENDOZA,COLECTIVO,851315
2024-03-21,NEUQUÉN,COLECTIVO,93119
2024-03-21,RÍO NEGRO,COLECTIVO,63119
2024-03-21,SAN JUAN,COLECTIVO,340009
2024-03-21,SAN LUIS,COLECTIVO,62176
2024-03-21,SANTA CRUZ,COLECTIVO,8458
2024-03-21,SANTA FE,COLECTIVO,616500
2024-03-21,SANTIAGO DEL ESTERO,COLECTIVO,1861
2024-03-21,TIERRA DEL FUEGO,COLECTIVO,31282
2024-03-22,BUENOS AIRES,COLECTIVO,6001144
2024-03-22,BUENOS AIRES,LANCHAS,1392
2024-03-22,CATAMARCA,COLECTIVO,62760
2024-03-22,CHACO,COLECTIVO,86103
2024-03-22,CHUBUT,COLECTIVO,109512
2024-03-22,CORDOBA,COLECTIVO,11088
2024-03-22,CORRIENTES,COLECTIVO,13520
2024-03-22,ENTRE RÍOS,COLECTIVO,126232
2024-03-22,JUJUY,COLECTIVO,204052
2024-03-22,LA PAMPA,COLECTIVO,14858
2024-03-22,MENDOZA,COLECTIVO,844220
2024-03-22,NEUQUÉN,COLECTIVO,113555
2024-03-22,RÍO NEGRO,COLECTIVO,56619
2024-03-22,SAN JUAN,COLECTIVO,339291
2024-03-22,SAN LUIS,COLECTIVO,63681
2024-03-22,SANTA CRUZ,COLECTIVO,10190
2024-03-22,SANTA FE,COLECTIVO,608239
2024-03-22,SANTIAGO DEL ESTERO,COLECTIVO,1901
2024-03-22,TIERRA DEL FUEGO,COLECTIVO,31970
2024-03-23,BUENOS AIRES,LANCHAS,1372
2024-03-23,BUENOS AIRES,COLECTIVO,3635431
2024-03-23,CATAMARCA,COLECTIVO,27271
2024-03-23,CHACO,COLECTIVO,41798
2024-03-23,CHUBUT,COLECTIVO,53796
2024-03-23,CORDOBA,COLECTIVO,4160
2024-03-23,CORRIENTES,COLECTIVO,8111
2024-03-23,ENTRE RÍOS,COLECTIVO,52867
2024-03-23,JUJUY,COLECTIVO,112170
2024-03-23,LA PAMPA,COLECTIVO,4528
2024-03-23,MENDOZA,COLECTIVO,461451
2024-03-23,NEUQUÉN,COLECTIVO,62743
2024-03-23,RÍO NEGRO,COLECTIVO,36526
2024-03-23,SAN JUAN,COLECTIVO,151542
2024-03-23,SAN LUIS,COLECTIVO,25691
2024-03-23,SANTA CRUZ,COLECTIVO,5150
2024-03-23,SANTA FE,COLECTIVO,280644
2024-03-23,SANTIAGO DEL ESTERO,COLECTIVO,776
2024-03-23,TIERRA DEL FUEGO,COLECTIVO,14995
2024-03-24,BUENOS AIRES,LANCHAS,869
2024-03-24,BUENOS AIRES,COLECTIVO,1907672
2024-03-24,CATAMARCA,COLECTIVO,13577
2024-03-24,CHACO,COLECTIVO,22079
2024-03-24,CHUBUT,COLECTIVO,28938
2024-03-24,CORDOBA,COLECTIVO,2022
2024-03-24,CORRIENTES,COLECTIVO,4368
2024-03-24,ENTRE RÍOS,COLECTIVO,28177
2024-03-24,JUJUY,COLECTIVO,63723
2024-03-24,LA PAMPA,COLECTIVO,1615
2024-03-24,MENDOZA,COLECTIVO,253459
2024-03-24,NEUQUÉN,COLECTIVO,40348
2024-03-24,RÍO NEGRO,COLECTIVO,23890
2024-03-24,SAN JUAN,COLECTIVO,77986
2024-03-24,SAN LUIS,COLECTIVO,13693
2024-03-24,SANTA CRUZ,COLECTIVO,2982
2024-03-24,SANTA FE,COLECTIVO,96419
2024-03-24,TIERRA DEL FUEGO,COLECTIVO,8700
2024-03-25,BUENOS AIRES,LANCHAS,1380
2024-03-25,BUENOS AIRES,COLECTIVO,5853972
2024-03-25,CATAMARCA,COLECTIVO,68520
2024-03-25,CHACO,COLECTIVO,83638
2024-03-25,CHUBUT,COLECTIVO,97722
2024-03-25,CORDOBA,COLECTIVO,11895
2024-03-25,CORRIENTES,COLECTIVO,41508
2024-03-25,ENTRE RÍOS,COLECTIVO,124132
2024-03-25,JUJUY,COLECTIVO,200117
2024-03-25,LA PAMPA,COLECTIVO,13672
2024-03-25,MENDOZA,COLECTIVO,831193
2024-03-25,NEUQUÉN,COLECTIVO,99972
2024-03-25,RÍO NEGRO,COLECTIVO,63219
2024-03-25,SAN JUAN,COLECTIVO,333504
2024-03-25,SAN LUIS,COLECTIVO,62467
2024-03-25,SANTA CRUZ,COLECTIVO,7978
2024-03-25,SANTA FE,COLECTIVO,284193
2024-03-25,SANTIAGO DEL ESTERO,COLECTIVO,1940
2024-03-25,TIERRA DEL FUEGO,COLECTIVO,30401
2024-03-26,BUENOS AIRES,LANCHAS,1229
2024-03-26,BUENOS AIRES,COLECTIVO,5928540
2024-03-26,CATAMARCA,COLECTIVO,30507
2024-03-26,CHACO,COLECTIVO,85685
2024-03-26,CHUBUT,COLECTIVO,112160
2024-03-26,CORDOBA,COLECTIVO,12139
2024-03-26,CORRIENTES,COLECTIVO,110403
2024-03-26,ENTRE RÍOS,COLECTIVO,65708
2024-03-26,JUJUY,COLECTIVO,206806
2024-03-26,LA PAMPA,COLECTIVO,14179
2024-03-26,MENDOZA,COLECTIVO,850822
2024-03-26,NEUQUÉN,COLECTIVO,97442
2024-03-26,RÍO NEGRO,COLECTIVO,62249
2024-03-26,SAN JUAN,COLECTIVO,337622
2024-03-26,SANTA CRUZ,COLECTIVO,7918
2024-03-26,SANTA FE,COLECTIVO,124302
2024-03-26,SANTIAGO DEL ESTERO,COLECTIVO,1901
2024-03-26,TIERRA DEL FUEGO,COLECTIVO,33467
2024-03-27,BUENOS AIRES,COLECTIVO,6029840
2024-03-27,BUENOS AIRES,LANCHAS,1438
2024-03-27,CATAMARCA,COLECTIVO,53903
2024-03-27,CHACO,COLECTIVO,85300
2024-03-27,CHUBUT,COLECTIVO,113657
2024-03-27,CORDOBA,COLECTIVO,11816
2024-03-27,CORRIENTES,COLECTIVO,110521
2024-03-27,ENTRE RÍOS,COLECTIVO,127132
2024-03-27,JUJUY,COLECTIVO,215104
2024-03-27,LA PAMPA,COLECTIVO,12187
2024-03-27,MENDOZA,COLECTIVO,861427
2024-03-27,NEUQUÉN,COLECTIVO,101990
2024-03-27,RÍO NEGRO,COLECTIVO,64435
2024-03-27,SAN JUAN,COLECTIVO,326775
2024-03-27,SAN LUIS,COLECTIVO,49232
2024-03-27,SANTA CRUZ,COLECTIVO,8074
2024-03-27,SANTA FE,COLECTIVO,489533
2024-03-27,SANTIAGO DEL ESTERO,COLECTIVO,2009
2024-03-27,TIERRA DEL FUEGO,COLECTIVO,32181
2024-03-28,BUENOS AIRES,COLECTIVO,3593785
2024-03-28,BUENOS AIRES,LANCHAS,1558
2024-03-28,CATAMARCA,COLECTIVO,24179
2024-03-28,CHACO,COLECTIVO,39783
2024-03-28,CHUBUT,COLECTIVO,53882
2024-03-28,CORDOBA,COLECTIVO,4957
2024-03-28,CORRIENTES,COLECTIVO,36076
2024-03-28,ENTRE RÍOS,COLECTIVO,48935
2024-03-28,JUJUY,COLECTIVO,110651
2024-03-28,LA PAMPA,COLECTIVO,4524
2024-03-28,MENDOZA,COLECTIVO,430265
2024-03-28,NEUQUÉN,COLECTIVO,58250
2024-03-28,RÍO NEGRO,COLECTIVO,41644
2024-03-28,SAN JUAN,COLECTIVO,136887
2024-03-28,SAN LUIS,COLECTIVO,24149
2024-03-28,SANTA CRUZ,COLECTIVO,3206
2024-03-28,SANTA FE,COLECTIVO,289759
2024-03-28,SANTIAGO DEL ESTERO,COLECTIVO,746
2024-03-28,TIERRA DEL FUEGO,COLECTIVO,12981
2024-03-29,BUENOS AIRES,LANCHAS,1386
2024-03-29,BUENOS AIRES,COLECTIVO,2067909
2024-03-29,CATAMARCA,COLECTIVO,13368
2024-03-29,CHACO,COLECTIVO,18942
2024-03-29,CHUBUT,COLECTIVO,26788
2024-03-29,CORDOBA,COLECTIVO,1427
2024-03-29,CORRIENTES,COLECTIVO,16378
2024-03-29,ENTRE RÍOS,COLECTIVO,27566
2024-03-29,JUJUY,COLECTIVO,74090
2024-03-29,LA PAMPA,COLECTIVO,1916
2024-03-29,MENDOZA,COLECTIVO,250431
2024-03-29,NEUQUÉN,COLECTIVO,40138
2024-03-29,RÍO NEGRO,COLECTIVO,28431
2024-03-29,SAN JUAN,COLECTIVO,49669
2024-03-29,SAN LUIS,COLECTIVO,12285
2024-03-29,SANTA CRUZ,COLECTIVO,1829
2024-03-29,SANTA FE,COLECTIVO,153677
2024-03-29,SANTIAGO DEL ESTERO,COLECTIVO,57
2024-03-29,TIERRA DEL FUEGO,COLECTIVO,8581
2024-03-30,BUENOS AIRES,COLECTIVO,3054452
2024-03-30,BUENOS AIRES,LANCHAS,1460
2024-03-30,CATAMARCA,COLECTIVO,22692
2024-03-30,CHACO,COLECTIVO,35106
2024-03-30,CHUBUT,COLECTIVO,41792
2024-03-30,CORDOBA,COLECTIVO,3148
2024-03-30,CORRIENTES,COLECTIVO,31275
2024-03-30,ENTRE RÍOS,COLECTIVO,45814
2024-03-30,JUJUY,COLECTIVO,105682
2024-03-30,LA PAMPA,COLECTIVO,3851
2024-03-30,MENDOZA,COLECTIVO,413506
2024-03-30,NEUQUÉN,COLECTIVO,51157
2024-03-30,RÍO NEGRO,COLECTIVO,32100
2024-03-30,SAN JUAN,COLECTIVO,126897
2024-03-30,SAN LUIS,COLECTIVO,19367
2024-03-30,SANTA CRUZ,COLECTIVO,3071
2024-03-30,SANTA FE,COLECTIVO,218491
2024-03-30,SANTIAGO DEL ESTERO,COLECTIVO,805
2024-03-30,TIERRA DEL FUEGO,COLECTIVO,13266
2024-03-31,BUENOS AIRES,COLECTIVO,1619799
2024-03-31,BUENOS AIRES,LANCHAS,936
2024-03-31,CATAMARCA,COLECTIVO,11966
2024-03-31,CHACO,COLECTIVO,19802
2024-03-31,CHUBUT,COLECTIVO,25883
2024-03-31,CORDOBA,COLECTIVO,1294
2024-03-31,CORRIENTES,COLECTIVO,18815
2024-03-31,ENTRE RÍOS,COLECTIVO,17674
2024-03-31,JUJUY,COLECTIVO,59710
2024-03-31,LA PAMPA,COLECTIVO,1370
2024-03-31,MENDOZA,COLECTIVO,251063
2024-03-31,NEUQUÉN,COLECTIVO,32240
2024-03-31,RÍO NEGRO,COLECTIVO,23270
2024-03-31,SAN JUAN,COLECTIVO,70531
2024-03-31,SAN LUIS,COLECTIVO,10575
2024-03-31,SANTA CRUZ,COLECTIVO,1804
2024-03-31,SANTA FE,COLECTIVO,107710
2024-03-31,TIERRA DEL FUEGO,COLECTIVO,7185
2024-04-01,BUENOS AIRES,COLECTIVO,1760301
2024-04-01,BUENOS AIRES,LANCHAS,893
2024-04-01,CATAMARCA,COLECTIVO,14375
2024-04-01,CHACO,COLECTIVO,26061
2024-04-01,CHUBUT,COLECTIVO,32942
2024-04-01,CORDOBA,COLECTIVO,1469
2024-04-01,CORRIENTES,COLECTIVO,25592
2024-04-01,ENTRE RÍOS,COLECTIVO,19993
2024-04-01,JUJUY,COLECTIVO,71882
2024-04-01,LA PAMPA,COLECTIVO,1886
2024-04-01,MENDOZA,COLECTIVO,266075
2024-04-01,NEUQUÉN,COLECTIVO,37345
2024-04-01,RÍO NEGRO,COLECTIVO,27598
2024-04-01,SAN JUAN,COLECTIVO,72770
2024-04-01,SAN LUIS,COLECTIVO,12999
2024-04-01,SANTA CRUZ,COLECTIVO,2849
2024-04-01,SANTA FE,COLECTIVO,140632
2024-04-01,TIERRA DEL FUEGO,COLECTIVO,10336
2024-04-02,BUENOS AIRES,COLECTIVO,1886181
2024-04-02,BUENOS AIRES,LANCHAS,836
2024-04-02,CATAMARCA,COLECTIVO,15264
2024-04-02,CHACO,COLECTIVO,25662
2024-04-02,CHUBUT,COLECTIVO,21338
2024-04-02,CORDOBA,COLECTIVO,2265
2024-04-02,CORRIENTES,COLECTIVO,25725
2024-04-02,ENTRE RÍOS,COLECTIVO,27790
2024-04-02,JUJUY,COLECTIVO,67658
2024-04-02,LA PAMPA,COLECTIVO,1582
2024-04-02,MENDOZA,COLECTIVO,261162
2024-04-02,NEUQUÉN,COLECTIVO,30051
2024-04-02,RÍO NEGRO,COLECTIVO,17454
2024-04-02,SAN JUAN,COLECTIVO,68810
2024-04-02,SAN LUIS,COLECTIVO,14096
2024-04-02,SANTA CRUZ,COLECTIVO,2299
2024-04-02,SANTA FE,COLECTIVO,150884
2024-04-02,SANTIAGO DEL ESTERO,COLECTIVO,93
2024-04-02,TIERRA DEL FUEGO,COLECTIVO,9702
2024-04-03,BUENOS AIRES,COLECTIVO,4362832
2024-04-03,BUENOS AIRES,LANCHAS,924
2024-04-03,CATAMARCA,COLECTIVO,67279
2024-04-03,CHACO,COLECTIVO,87812
2024-04-03,CHUBUT,COLECTIVO,103591
2024-04-03,CORDOBA,COLECTIVO,10933
2024-04-03,CORRIENTES,COLECTIVO,53861
2024-04-03,ENTRE RÍOS,COLECTIVO,96238
2024-04-03,JUJUY,COLECTIVO,212409
2024-04-03,LA PAMPA,COLECTIVO,13246
2024-04-03,MENDOZA,COLECTIVO,844980
2024-04-03,NEUQUÉN,COLECTIVO,112556
2024-04-03,RÍO NEGRO,COLECTIVO,59539
2024-04-03,SAN JUAN,COLECTIVO,339008
2024-04-03,SAN LUIS,COLECTIVO,57689
2024-04-03,SANTA CRUZ,COLECTIVO,8178
2024-04-03,SANTA FE,COLECTIVO,537206
2024-04-03,SANTIAGO DEL ESTERO,COLECTIVO,2088
2024-04-03,TIERRA DEL FUEGO,COLECTIVO,32416
2024-04-04,BUENOS AIRES,COLECTIVO,5339936
2024-04-04,BUENOS AIRES,LANCHAS,1470
2024-04-04,CATAMARCA,COLECTIVO,65776
2024-04-04,CHACO,COLECTIVO,67251
2024-04-04,CHUBUT,COLECTIVO,102250
2024-04-04,CORDOBA,COLECTIVO,10179
2024-04-04,CORRIENTES,COLECTIVO,91368
2024-04-04,ENTRE RÍOS,COLECTIVO,96413
2024-04-04,JUJUY,COLECTIVO,201775
2024-04-04,LA PAMPA,COLECTIVO,9250
2024-04-04,MENDOZA,COLECTIVO,848604
2024-04-04,NEUQUÉN,COLECTIVO,91300
2024-04-04,RÍO NEGRO,COLECTIVO,51317
2024-04-04,SAN JUAN,COLECTIVO,273312
2024-04-04,SAN LUIS,COLECTIVO,57170
2024-04-04,SANTA CRUZ,COLECTIVO,6512
2024-04-04,SANTA FE,COLECTIVO,524075
2024-04-04,SANTIAGO DEL ESTERO,COLECTIVO,1838
2024-04-04,TIERRA DEL FUEGO,COLECTIVO,29529
2024-04-05,BUENOS AIRES,COLECTIVO,5931753
2024-04-05,BUENOS AIRES,LANCHAS,1517
2024-04-05,CATAMARCA,COLECTIVO,66855
2024-04-05,CHACO,COLECTIVO,88391
2024-04-05,CHUBUT,COLECTIVO,110230
2024-04-05,CORDOBA,COLECTIVO,10333
2024-04-05,CORRIENTES,COLECTIVO,105650
2024-04-05,ENTRE RÍOS,COLECTIVO,125757
2024-04-05,JUJUY,COLECTIVO,211994
2024-04-05,LA PAMPA,COLECTIVO,13361
2024-04-05,MENDOZA,COLECTIVO,849093
2024-04-05,NEUQUÉN,COLECTIVO,116998
2024-04-05,RÍO NEGRO,COLECTIVO,62850
2024-04-05,SAN JUAN,COLECTIVO,340098
2024-04-05,SAN LUIS,COLECTIVO,58599
2024-04-05,SANTA CRUZ,COLECTIVO,8477
2024-04-05,SANTA FE,COLECTIVO,629252
2024-04-05,SANTIAGO DEL ESTERO,COLECTIVO,1799
2024-04-05,TIERRA DEL FUEGO,COLECTIVO,32653
2024-04-06,BUENOS AIRES,COLECTIVO,3607259
2024-04-06,BUENOS AIRES,LANCHAS,1331
2024-04-06,CATAMARCA,COLECTIVO,29299
2024-04-06,CHACO,COLECTIVO,37543
2024-04-06,CHUBUT,COLECTIVO,49835
2024-04-06,CORDOBA,COLECTIVO,3394
2024-04-06,CORRIENTES,COLECTIVO,34182
2024-04-06,ENTRE RÍOS,COLECTIVO,42095
2024-04-06,JUJUY,COLECTIVO,119293
2024-04-06,LA PAMPA,COLECTIVO,4106
2024-04-06,MENDOZA,COLECTIVO,459568
2024-04-06,NEUQUÉN,COLECTIVO,64039
2024-04-06,RÍO NEGRO,COLECTIVO,35673
2024-04-06,SAN JUAN,COLECTIVO,154312
2024-04-06,SAN LUIS,COLECTIVO,21170
2024-04-06,SANTA CRUZ,COLECTIVO,3642
2024-04-06,SANTA FE,COLECTIVO,250604
2024-04-06,SANTIAGO DEL ESTERO,COLECTIVO,682
2024-04-06,TIERRA DEL FUEGO,COLECTIVO,14039
2024-04-07,BUENOS AIRES,COLECTIVO,1909238
2024-04-07,BUENOS AIRES,LANCHAS,848
2024-04-07,CATAMARCA,COLECTIVO,13732
2024-04-07,CHACO,COLECTIVO,16919
2024-04-07,CHUBUT,COLECTIVO,29652
2024-04-07,CORDOBA,COLECTIVO,1890
2024-04-07,CORRIENTES,COLECTIVO,16506
2024-04-07,ENTRE RÍOS,COLECTIVO,26441
2024-04-07,JUJUY,COLECTIVO,62308
2024-04-07,LA PAMPA,COLECTIVO,1643
2024-04-07,MENDOZA,COLECTIVO,256950
2024-04-07,NEUQUÉN,COLECTIVO,38341
2024-04-07,RÍO NEGRO,COLECTIVO,21281
2024-04-07,SAN JUAN,COLECTIVO,73881
2024-04-07,SAN LUIS,COLECTIVO,11779
2024-04-07,SANTA CRUZ,COLECTIVO,2053
2024-04-07,SANTA FE,COLECTIVO,157919
2024-04-07,TIERRA DEL FUEGO,COLECTIVO,7389
2024-04-08,BUENOS AIRES,COLECTIVO,5569979
2024-04-08,BUENOS AIRES,LANCHAS,1270
2024-04-08,CATAMARCA,COLECTIVO,68724
2024-04-08,CHACO,COLECTIVO,87928
2024-04-08,CHUBUT,COLECTIVO,109306
2024-04-08,CORRIENTES,COLECTIVO,110581
2024-04-08,ENTRE RÍOS,COLECTIVO,117381
2024-04-08,JUJUY,COLECTIVO,213170
2024-04-08,LA PAMPA,COLECTIVO,13722
2024-04-08,MENDOZA,COLECTIVO,839146
2024-04-08,NEUQUÉN,COLECTIVO,115474
2024-04-08,RÍO NEGRO,COLECTIVO,59866
2024-04-08,SAN JUAN,COLECTIVO,331819
2024-04-08,SAN LUIS,COLECTIVO,58032
2024-04-08,SANTA CRUZ,COLECTIVO,8565
2024-04-08,SANTA FE,COLECTIVO,627231
2024-04-08,SANTIAGO DEL ESTERO,COLECTIVO,1881
2024-04-08,TIERRA DEL FUEGO,COLECTIVO,32372
2024-04-09,BUENOS AIRES,LANCHAS,1302
2024-04-09,BUENOS AIRES,COLECTIVO,5799749
2024-04-09,CATAMARCA,COLECTIVO,69199
2024-04-09,CHACO,COLECTIVO,87776
2024-04-09,CHUBUT,COLECTIVO,110983
2024-04-09,CORDOBA,COLECTIVO,10643
2024-04-09,CORRIENTES,COLECTIVO,112266
2024-04-09,ENTRE RÍOS,COLECTIVO,52396
2024-04-09,JUJUY,COLECTIVO,209233
2024-04-09,LA PAMPA,COLECTIVO,13515
2024-04-09,MENDOZA,COLECTIVO,853876
2024-04-09,NEUQUÉN,COLECTIVO,119323
2024-04-09,RÍO NEGRO,COLECTIVO,62321
2024-04-09,SAN JUAN,COLECTIVO,341161
2024-04-09,SAN LUIS,COLECTIVO,60664
2024-04-09,SANTA CRUZ,COLECTIVO,8567
2024-04-09,SANTA FE,COLECTIVO,642006
2024-04-09,SANTIAGO DEL ESTERO,COLECTIVO,1810
2024-04-09,TIERRA DEL FUEGO,COLECTIVO,33591
2024-04-10,BUENOS AIRES,LANCHAS,909
2024-04-10,BUENOS AIRES,COLECTIVO,5867511
2024-04-10,CATAMARCA,COLECTIVO,64333
2024-04-10,CHACO,COLECTIVO,57211
2024-04-10,CHUBUT,COLECTIVO,110166
2024-04-10,CORDOBA,COLECTIVO,8854
2024-04-10,CORRIENTES,COLECTIVO,87532
2024-04-10,ENTRE RÍOS,COLECTIVO,42742
2024-04-10,JUJUY,COLECTIVO,209793
2024-04-10,LA PAMPA,COLECTIVO,13261
2024-04-10,MENDOZA,COLECTIVO,830863
2024-04-10,NEUQUÉN,COLECTIVO,93414
2024-04-10,RÍO NEGRO,COLECTIVO,56943
2024-04-10,SAN JUAN,COLECTIVO,331739
2024-04-10,SAN LUIS,COLECTIVO,51832
2024-04-10,SANTA CRUZ,COLECTIVO,9010
2024-04-10,SANTA FE,COLECTIVO,608577
2024-04-10,SANTIAGO DEL ESTERO,COLECTIVO,1315
2024-04-10,TIERRA DEL FUEGO,COLECTIVO,33997
2024-04-11,BUENOS AIRES,COLECTIVO,985266
2024-04-11,BUENOS AIRES,LANCHAS,927
2024-04-11,CATAMARCA,COLECTIVO,62583
2024-04-11,CHACO,COLECTIVO,69742
2024-04-11,CHUBUT,COLECTIVO,108442
2024-04-11,CORDOBA,COLECTIVO,10237
2024-04-11,CORRIENTES,COLECTIVO,94959
2024-04-11,ENTRE RÍOS,COLECTIVO,55000
2024-04-11,JUJUY,COLECTIVO,210246
2024-04-11,LA PAMPA,COLECTIVO,11325
2024-04-11,MENDOZA,COLECTIVO,796102
2024-04-11,NEUQUÉN,COLECTIVO,111389
2024-04-11,RÍO NEGRO,COLECTIVO,56277
2024-04-11,SAN JUAN,COLECTIVO,320214
2024-04-11,SAN LUIS,COLECTIVO,50521
2024-04-11,SANTA CRUZ,COLECTIVO,8710
2024-04-11,SANTA FE,COLECTIVO,613835
2024-04-11,SANTIAGO DEL ESTERO,COLECTIVO,1676
2024-04-11,TIERRA DEL FUEGO,COLECTIVO,34130
2024-04-12,BUENOS AIRES,LANCHAS,1357
2024-04-12,BUENOS AIRES,COLECTIVO,5834075
2024-04-12,CATAMARCA,COLECTIVO,63291
2024-04-12,CHACO,COLECTIVO,82288
2024-04-12,CHUBUT,COLECTIVO,111097
2024-04-12,CORDOBA,COLECTIVO,8434
2024-04-12,CORRIENTES,COLECTIVO,105674
2024-04-12,ENTRE RÍOS,COLECTIVO,53123
2024-04-12,JUJUY,COLECTIVO,214415
2024-04-12,LA PAMPA,COLECTIVO,7966
2024-04-12,MENDOZA,COLECTIVO,815813
2024-04-12,NEUQUÉN,COLECTIVO,106666
2024-04-12,RÍO NEGRO,COLECTIVO,57914
2024-04-12,SAN JUAN,COLECTIVO,326565
2024-04-12,SAN LUIS,COLECTIVO,52686
2024-04-12,SANTA CRUZ,COLECTIVO,9089
2024-04-12,SANTA FE,COLECTIVO,589598
2024-04-12,SANTIAGO DEL ESTERO,COLECTIVO,1401
2024-04-12,TIERRA DEL FUEGO,COLECTIVO,33805
2024-04-13,BUENOS AIRES,COLECTIVO,2821388
2024-04-13,BUENOS AIRES,LANCHAS,832
2024-04-13,CATAMARCA,COLECTIVO,25483
2024-04-13,CHACO,COLECTIVO,39845
2024-04-13,CHUBUT,COLECTIVO,57109
2024-04-13,CORDOBA,COLECTIVO,2888
2024-04-13,CORRIENTES,COLECTIVO,37320
2024-04-13,ENTRE RÍOS,COLECTIVO,19995
2024-04-13,JUJUY,COLECTIVO,109817
2024-04-13,LA PAMPA,COLECTIVO,2608
2024-04-13,MENDOZA,COLECTIVO,310566
2024-04-13,NEUQUÉN,COLECTIVO,55957
2024-04-13,RÍO NEGRO,COLECTIVO,31025
2024-04-13,SAN JUAN,COLECTIVO,109702
