FECHA,PROVINCIA,TIPO_TRANSPORTE,TOTAL_VIAJES
2024-07-03,BUENOS AIRES,LANCHAS,1169
2024-07-03,CATAMARCA,COLECTIVO,61427
2024-07-03,CHACO,COLECTIVO,94325
2024-07-03,CHUBUT,COLECTIVO,86882
2024-07-03,CORDOBA,COLECTIVO,8550
2024-07-03,CORRIENTES,COLECTIVO,107403
2024-07-03,ENTRE RÍOS,COLECTIVO,117336
2024-07-03,FORMOSA,COLECTIVO,10767
2024-07-03,JUJUY,COLECTIVO,220490
2024-07-03,LA PAMPA,COLECTIVO,13240
2024-07-03,MENDOZA,COLECTIVO,762193
2024-07-03,NEUQUÉN,COLECTIVO,121137
2024-07-03,RÍO NEGRO,COLECTIVO,48207
2024-07-03,SAN JUAN,COLECTIVO,305454
2024-07-03,SAN LUIS,COLECTIVO,54364
2024-07-03,SANTA CRUZ,COLECTIVO,8690
2024-07-03,SANTA FE,COLECTIVO,620435
2024-07-03,SANTIAGO DEL ESTERO,COLECTIVO,2513
2024-07-03,TIERRA DEL FUEGO,COLECTIVO,26943
2024-07-04,BUENOS AIRES,COLECTIVO,5616077
2024-07-04,BUENOS AIRES,LANCHAS,925
2024-07-04,CATAMARCA,COLECTIVO,61521
2024-07-04,CHACO,COLECTIVO,93058
2024-07-04,CHUBUT,COLECTIVO,82387
2024-07-04,CORDOBA,COLECTIVO,8186
2024-07-04,CORRIENTES,COLECTIVO,102707
2024-07-04,ENTRE RÍOS,COLECTIVO,86671
2024-07-04,FORMOSA,COLECTIVO,10826
2024-07-04,JUJUY,COLECTIVO,213854
2024-07-04,LA PAMPA,COLECTIVO,12789
2024-07-04,MENDOZA,COLECTIVO,739429
2024-07-04,NEUQUÉN,COLECTIVO,117192
2024-07-04,RÍO NEGRO,COLECTIVO,56174
2024-07-04,SAN JUAN,COLECTIVO,295845
2024-07-04,SAN LUIS,COLECTIVO,50906
2024-07-04,SANTA CRUZ,COLECTIVO,4964
2024-07-04,SANTA FE,COLECTIVO,613981
2024-07-04,SANTIAGO DEL ESTERO,COLECTIVO,2298
2024-07-04,TIERRA DEL FUEGO,COLECTIVO,25264
2024-07-05,BUENOS AIRES,LANCHAS,1371
2024-07-05,BUENOS AIRES,COLECTIVO,5439055
2024-07-05,CATAMARCA,COLECTIVO,53750
2024-07-05,CHACO,COLECTIVO,87156
2024-07-05,CHUBUT,COLECTIVO,93974
2024-07-05,CORDOBA,COLECTIVO,6890
2024-07-05,CORRIENTES,COLECTIVO,92694
2024-07-05,ENTRE RÍOS,COLECTIVO,59648
2024-07-05,FORMOSA,COLECTIVO,10308
2024-07-05,JUJUY,COLECTIVO,218091
2024-07-05,LA PAMPA,COLECTIVO,11919
2024-07-05,MENDOZA,COLECTIVO,720352
2024-07-05,NEUQUÉN,COLECTIVO,116336
2024-07-05,RÍO NEGRO,COLECTIVO,57103
2024-07-05,SAN JUAN,COLECTIVO,292118
2024-07-05,SAN LUIS,COLECTIVO,48833
2024-07-05,SANTA CRUZ,COLECTIVO,7799
2024-07-05,SANTA FE,COLECTIVO,601446
2024-07-05,SANTIAGO DEL ESTERO,COLECTIVO,2407
2024-07-05,TIERRA DEL FUEGO,COLECTIVO,26364
2024-07-06,BUENOS AIRES,LANCHAS,1128
2024-07-06,BUENOS AIRES,COLECTIVO,3498182
2024-07-06,CATAMARCA,COLECTIVO,23574
2024-07-06,CHACO,COLECTIVO,45629
2024-07-06,CHUBUT,COLECTIVO,50254
2024-07-06,CORDOBA,COLECTIVO,3158
2024-07-06,CORRIENTES,COLECTIVO,35516
2024-07-06,ENTRE RÍOS,COLECTIVO,44386
2024-07-06,FORMOSA,COLECTIVO,5050
2024-07-06,JUJUY,COLECTIVO,127373
2024-07-06,LA PAMPA,COLECTIVO,4176
2024-07-06,MENDOZA,COLECTIVO,403537
2024-07-06,NEUQUÉN,COLECTIVO,69940
2024-07-06,RÍO NEGRO,COLECTIVO,33799
2024-07-06,SAN JUAN,COLECTIVO,154586
2024-07-06,SAN LUIS,COLECTIVO,20799
2024-07-06,SANTA CRUZ,COLECTIVO,4015
2024-07-06,SANTA FE,COLECTIVO,254808
2024-07-06,SANTIAGO DEL ESTERO,COLECTIVO,1085
2024-07-06,TIERRA DEL FUEGO,COLECTIVO,12648
2024-07-07,BUENOS AIRES,COLECTIVO,1801523
2024-07-07,BUENOS AIRES,LANCHAS,819
2024-07-07,CATAMARCA,COLECTIVO,11944
2024-07-07,CHACO,COLECTIVO,22121
2024-07-07,CHUBUT,COLECTIVO,23274
2024-07-07,CORDOBA,COLECTIVO,1560
2024-07-07,CORRIENTES,COLECTIVO,17442
2024-07-07,ENTRE RÍOS,COLECTIVO,26020
2024-07-07,FORMOSA,COLECTIVO,2242
2024-07-07,JUJUY,COLECTIVO,62827
2024-07-07,LA PAMPA,COLECTIVO,1838
2024-07-07,MENDOZA,COLECTIVO,215609
2024-07-07,NEUQUÉN,COLECTIVO,40935
2024-07-07,RÍO NEGRO,COLECTIVO,20026
2024-07-07,SAN JUAN,COLECTIVO,78461
2024-07-07,SAN LUIS,COLECTIVO,9622
2024-07-07,SANTA CRUZ,COLECTIVO,2068
2024-07-07,SANTA FE,COLECTIVO,149411
2024-07-07,SANTIAGO DEL ESTERO,COLECTIVO,8
2024-07-07,TIERRA DEL FUEGO,COLECTIVO,7055
2024-07-08,BUENOS AIRES,LANCHAS,1183
2024-07-08,BUENOS AIRES,COLECTIVO,5403362
2024-07-08,CATAMARCA,COLECTIVO,36953
2024-07-08,CHACO,COLECTIVO,93890
2024-07-08,CHUBUT,COLECTIVO,90695
2024-07-08,CORDOBA,COLECTIVO,6491
2024-07-08,CORRIENTES,COLECTIVO,96154
2024-07-08,ENTRE RÍOS,COLECTIVO,71497
2024-07-08,FORMOSA,COLECTIVO,11565
2024-07-08,JUJUY,COLECTIVO,210197
2024-07-08,LA PAMPA,COLECTIVO,7559
2024-07-08,MENDOZA,COLECTIVO,546002
2024-07-08,NEUQUÉN,COLECTIVO,81855
2024-07-08,RÍO NEGRO,COLECTIVO,45543
2024-07-08,SAN JUAN,COLECTIVO,198056
2024-07-08,SAN LUIS,COLECTIVO,34250
2024-07-08,SANTA CRUZ,COLECTIVO,8004
2024-07-08,SANTA FE,COLECTIVO,416065
2024-07-08,SANTIAGO DEL ESTERO,COLECTIVO,2210
2024-07-08,TIERRA DEL FUEGO,COLECTIVO,20114
2024-07-09,BUENOS AIRES,LANCHAS,662
2024-07-09,BUENOS AIRES,COLECTIVO,1850853
2024-07-09,CATAMARCA,COLECTIVO,12897
2024-07-09,CHACO,COLECTIVO,29062
2024-07-09,CHUBUT,COLECTIVO,27368
2024-07-09,CORDOBA,COLECTIVO,1317
2024-07-09,CORRIENTES,COLECTIVO,22794
2024-07-09,ENTRE RÍOS,COLECTIVO,25403
2024-07-09,FORMOSA,COLECTIVO,4097
2024-07-09,JUJUY,COLECTIVO,71390
2024-07-09,LA PAMPA,COLECTIVO,1685
2024-07-09,MENDOZA,COLECTIVO,224461
2024-07-09,NEUQUÉN,COLECTIVO,43336
2024-07-09,RÍO NEGRO,COLECTIVO,22113
2024-07-09,SAN JUAN,COLECTIVO,70270
2024-07-09,SAN LUIS,COLECTIVO,12528
2024-07-09,SANTA CRUZ,COLECTIVO,2362
2024-07-09,SANTA FE,COLECTIVO,150155
2024-07-09,SANTIAGO DEL ESTERO,COLECTIVO,2
2024-07-09,TIERRA DEL FUEGO,COLECTIVO,7565
2024-07-10,BUENOS AIRES,COLECTIVO,5495022
2024-07-10,BUENOS AIRES,LANCHAS,1109
2024-07-10,CATAMARCA,COLECTIVO,37270
2024-07-10,CHACO,COLECTIVO,89877
2024-07-10,CHUBUT,COLECTIVO,98420
2024-07-10,CORDOBA,COLECTIVO,7127
2024-07-10,CORRIENTES,COLECTIVO,94385
2024-07-10,ENTRE RÍOS,COLECTIVO,75484
2024-07-10,FORMOSA,COLECTIVO,9565
2024-07-10,JUJUY,COLECTIVO,210039
2024-07-10,LA PAMPA,COLECTIVO,6575
2024-07-10,MENDOZA,COLECTIVO,584540
2024-07-10,NEUQUÉN,COLECTIVO,83817
2024-07-10,RÍO NEGRO,COLECTIVO,48836
2024-07-10,SAN JUAN,COLECTIVO,216507
2024-07-10,SAN LUIS,COLECTIVO,34437
2024-07-10,SANTA CRUZ,COLECTIVO,8039
2024-07-10,SANTA FE,COLECTIVO,439739
2024-07-10,SANTIAGO DEL ESTERO,COLECTIVO,2260
2024-07-10,TIERRA DEL FUEGO,COLECTIVO,19715
2024-07-11,BUENOS AIRES,LANCHAS,1016
2024-07-11,BUENOS AIRES,COLECTIVO,5384805
2024-07-11,CATAMARCA,COLECTIVO,37859
2024-07-11,CHACO,COLECTIVO,89491
2024-07-11,CHUBUT,COLECTIVO,95995
2024-07-11,CORDOBA,COLECTIVO,7620
2024-07-11,CORRIENTES,COLECTIVO,92905
2024-07-11,ENTRE RÍOS,COLECTIVO,75537
2024-07-11,FORMOSA,COLECTIVO,11650
2024-07-11,JUJUY,COLECTIVO,212383
2024-07-11,LA PAMPA,COLECTIVO,6507
2024-07-11,MENDOZA,COLECTIVO,571522
2024-07-11,NEUQUÉN,COLECTIVO,84997
2024-07-11,RÍO NEGRO,COLECTIVO,48200
2024-07-11,SAN JUAN,COLECTIVO,201399
2024-07-11,SAN LUIS,COLECTIVO,33709
2024-07-11,SANTA CRUZ,COLECTIVO,7841
2024-07-11,SANTA FE,COLECTIVO,440060
2024-07-11,SANTIAGO DEL ESTERO,COLECTIVO,2183
2024-07-11,TIERRA DEL FUEGO,COLECTIVO,16701
2024-07-12,BUENOS AIRES,LANCHAS,1240
2024-07-12,BUENOS AIRES,COLECTIVO,5624192
2024-07-12,CATAMARCA,COLECTIVO,40551
2024-07-12,CHACO,COLECTIVO,89656
2024-07-12,CHUBUT,COLECTIVO,96975
2024-07-12,CORDOBA,COLECTIVO,7681
2024-07-12,CORRIENTES,COLECTIVO,90684
2024-07-12,ENTRE RÍOS,COLECTIVO,80018
2024-07-12,FORMOSA,COLECTIVO,11673
2024-07-12,JUJUY,COLECTIVO,214574
2024-07-12,LA PAMPA,COLECTIVO,6869
2024-07-12,MENDOZA,COLECTIVO,592833
2024-07-12,NEUQUÉN,COLECTIVO,89848
2024-07-12,RÍO NEGRO,COLECTIVO,48948
2024-07-12,SAN JUAN,COLECTIVO,225765
2024-07-12,SAN LUIS,COLECTIVO,35606
2024-07-12,SANTA CRUZ,COLECTIVO,7416
2024-07-12,SANTA FE,COLECTIVO,450355
2024-07-12,SANTIAGO DEL ESTERO,COLECTIVO,2302
2024-07-12,TIERRA DEL FUEGO,COLECTIVO,21748
2024-07-13,BUENOS AIRES,COLECTIVO,3553112
2024-07-13,BUENOS AIRES,LANCHAS,1130
2024-07-13,CATAMARCA,COLECTIVO,31229
2024-07-13,CHACO,COLECTIVO,46828
2024-07-13,CHUBUT,COLECTIVO,49543
2024-07-13,CORDOBA,COLECTIVO,3440
2024-07-13,CORRIENTES,COLECTIVO,33688
2024-07-13,ENTRE RÍOS,COLECTIVO,51348
2024-07-13,FORMOSA,COLECTIVO,5288
2024-07-13,JUJUY,COLECTIVO,125185
2024-07-13,LA PAMPA,COLECTIVO,4028
2024-07-13,MENDOZA,COLECTIVO,396597
2024-07-13,NEUQUÉN,COLECTIVO,67577
2024-07-13,RÍO NEGRO,COLECTIVO,34953
2024-07-13,SAN JUAN,COLECTIVO,159954
2024-07-13,SAN LUIS,COLECTIVO,19989
2024-07-13,SANTA CRUZ,COLECTIVO,4233
2024-07-13,SANTA FE,COLECTIVO,269497
2024-07-13,SANTIAGO DEL ESTERO,COLECTIVO,1190
2024-07-13,TIERRA DEL FUEGO,COLECTIVO,13374
2024-07-14,BUENOS AIRES,COLECTIVO,1751613
2024-07-14,BUENOS AIRES,LANCHAS,777
2024-07-14,CATAMARCA,COLECTIVO,20409
2024-07-14,CHACO,COLECTIVO,27528
2024-07-14,CHUBUT,COLECTIVO,23131
2024-07-14,CORDOBA,COLECTIVO,1579
2024-07-14,CORRIENTES,COLECTIVO,17829
2024-07-14,ENTRE RÍOS,COLECTIVO,21623
2024-07-14,FORMOSA,COLECTIVO,2907
2024-07-14,JUJUY,COLECTIVO,62674
2024-07-14,LA PAMPA,COLECTIVO,1620
2024-07-14,MENDOZA,COLECTIVO,208758
2024-07-14,NEUQUÉN,COLECTIVO,38304
2024-07-14,RÍO NEGRO,COLECTIVO,18769
2024-07-14,SAN JUAN,COLECTIVO,74224
2024-07-14,SAN LUIS,COLECTIVO,10112
2024-07-14,SANTA CRUZ,COLECTIVO,2108
2024-07-14,SANTA FE,COLECTIVO,148636
2024-07-14,TIERRA DEL FUEGO,COLECTIVO,7269
2024-07-15,BUENOS AIRES,COLECTIVO,4161308
2024-07-15,BUENOS AIRES,LANCHAS,1473
2024-07-15,CATAMARCA,COLECTIVO,40012
2024-07-15,CHACO,COLECTIVO,60467
2024-07-15,CHUBUT,COLECTIVO,60613
2024-07-15,CORDOBA,COLECTIVO,6943
2024-07-15,CORRIENTES,COLECTIVO,49632
2024-07-15,ENTRE RÍOS,COLECTIVO,70162
2024-07-15,FORMOSA,COLECTIVO,8750
2024-07-15,JUJUY,COLECTIVO,148037
2024-07-15,LA PAMPA,COLECTIVO,5740
2024-07-15,MENDOZA,COLECTIVO,521650
2024-07-15,NEUQUÉN,COLECTIVO,75497
2024-07-15,RÍO NEGRO,COLECTIVO,43005
2024-07-15,SAN JUAN,COLECTIVO,191000
2024-07-15,SAN LUIS,COLECTIVO,32785
2024-07-15,SANTA CRUZ,COLECTIVO,5917
2024-07-15,SANTA FE,COLECTIVO,391399
2024-07-15,SANTIAGO DEL ESTERO,COLECTIVO,1701
2024-07-15,TIERRA DEL FUEGO,COLECTIVO,18359
2024-07-16,BUENOS AIRES,LANCHAS,1373
2024-07-16,BUENOS AIRES,COLECTIVO,4564814
2024-07-16,CATAMARCA,COLECTIVO,41837
2024-07-16,CHACO,COLECTIVO,66935
2024-07-16,CHUBUT,COLECTIVO,67265
2024-07-16,CORDOBA,COLECTIVO,7503
2024-07-16,CORRIENTES,COLECTIVO,37959
2024-07-16,ENTRE RÍOS,COLECTIVO,76872
2024-07-16,FORMOSA,COLECTIVO,6939
2024-07-16,JUJUY,COLECTIVO,157680
2024-07-16,LA PAMPA,COLECTIVO,6847
2024-07-16,MENDOZA,COLECTIVO,562052
2024-07-16,NEUQUÉN,COLECTIVO,85744
2024-07-16,RÍO NEGRO,COLECTIVO,48050
2024-07-16,SAN JUAN,COLECTIVO,210710
2024-07-16,SAN LUIS,COLECTIVO,34471
2024-07-16,SANTA CRUZ,COLECTIVO,6479
2024-07-16,SANTA FE,COLECTIVO,436328
2024-07-16,SANTIAGO DEL ESTERO,COLECTIVO,1676
2024-07-16,TIERRA DEL FUEGO,COLECTIVO,21226
2024-07-17,BUENOS AIRES,LANCHAS,1366
2024-07-17,BUENOS AIRES,COLECTIVO,4794409
2024-07-17,CATAMARCA,COLECTIVO,44713
2024-07-17,CHACO,COLECTIVO,70099
2024-07-17,CHUBUT,COLECTIVO,66370
2024-07-17,CORDOBA,COLECTIVO,8245
2024-07-17,CORRIENTES,COLECTIVO,56609
2024-07-17,ENTRE RÍOS,COLECTIVO,78942
2024-07-17,FORMOSA,COLECTIVO,10513
2024-07-17,JUJUY,COLECTIVO,164066
2024-07-17,LA PAMPA,COLECTIVO,7056
2024-07-17,MENDOZA,COLECTIVO,584676
2024-07-17,NEUQUÉN,COLECTIVO,85018
2024-07-17,RÍO NEGRO,COLECTIVO,45205
2024-07-17,SAN JUAN,COLECTIVO,219841
2024-07-17,SAN LUIS,COLECTIVO,36992
2024-07-17,SANTA CRUZ,COLECTIVO,6232
2024-07-17,SANTA FE,COLECTIVO,454219
2024-07-17,SANTIAGO DEL ESTERO,COLECTIVO,1712
2024-07-17,TIERRA DEL FUEGO,COLECTIVO,20322
2024-07-18,BUENOS AIRES,LANCHAS,1328
2024-07-18,BUENOS AIRES,COLECTIVO,4756377
2024-07-18,CATAMARCA,COLECTIVO,48470
2024-07-18,CHACO,COLECTIVO,70575
2024-07-18,CHUBUT,COLECTIVO,63605
2024-07-18,CORDOBA,COLECTIVO,8326
2024-07-18,CORRIENTES,COLECTIVO,55259
2024-07-18,ENTRE RÍOS,COLECTIVO,79748
2024-07-18,FORMOSA,COLECTIVO,9965
2024-07-18,JUJUY,COLECTIVO,163752
2024-07-18,LA PAMPA,COLECTIVO,6940
2024-07-18,MENDOZA,COLECTIVO,586581
2024-07-18,NEUQUÉN,COLECTIVO,84803
2024-07-18,RÍO NEGRO,COLECTIVO,46702
2024-07-18,SAN JUAN,COLECTIVO,218922
2024-07-18,SAN LUIS,COLECTIVO,36417
2024-07-18,SANTA CRUZ,COLECTIVO,6043
2024-07-18,SANTA FE,COLECTIVO,459618
2024-07-18,SANTIAGO DEL ESTERO,COLECTIVO,1718
2024-07-18,TIERRA DEL FUEGO,COLECTIVO,20445
2024-07-19,BUENOS AIRES,LANCHAS,1396
2024-07-19,BUENOS AIRES,COLECTIVO,4597347
2024-07-19,CATAMARCA,COLECTIVO,41540
2024-07-19,CHACO,COLECTIVO,73241
2024-07-19,CHUBUT,COLECTIVO,67811
2024-07-19,CORDOBA,COLECTIVO,6783
2024-07-19,CORRIENTES,COLECTIVO,57663
2024-07-19,ENTRE RÍOS,COLECTIVO,68585
2024-07-19,FORMOSA,COLECTIVO,10522
2024-07-19,JUJUY,COLECTIVO,171111
2024-07-19,LA PAMPA,COLECTIVO,6234
2024-07-19,MENDOZA,COLECTIVO,581081
2024-07-19,NEUQUÉN,COLECTIVO,88696
2024-07-19,RÍO NEGRO,COLECTIVO,49241
2024-07-19,SAN JUAN,COLECTIVO,215540
2024-07-19,SAN LUIS,COLECTIVO,30093
2024-07-19,SANTA CRUZ,COLECTIVO,6317
2024-07-19,SANTA FE,COLECTIVO,441366
2024-07-19,SANTIAGO DEL ESTERO,COLECTIVO,1728
2024-07-19,TIERRA DEL FUEGO,COLECTIVO,19743
2024-07-20,BUENOS AIRES,COLECTIVO,3191271
2024-07-20,BUENOS AIRES,LANCHAS,958
2024-07-20,CATAMARCA,COLECTIVO,36841
2024-07-20,CHACO,COLECTIVO,56724
2024-07-20,CHUBUT,COLECTIVO,43467
2024-07-20,CORDOBA,COLECTIVO,3361
2024-07-20,CORRIENTES,COLECTIVO,41953
2024-07-20,ENTRE RÍOS,COLECTIVO,51320
2024-07-20,FORMOSA,COLECTIVO,7141
2024-07-20,JUJUY,COLECTIVO,126045
2024-07-20,LA PAMPA,COLECTIVO,3767
2024-07-20,MENDOZA,COLECTIVO,435648
2024-07-20,NEUQUÉN,COLECTIVO,68977
2024-07-20,RÍO NEGRO,COLECTIVO,36454
2024-07-20,SAN JUAN,COLECTIVO,173074
2024-07-20,SAN LUIS,COLECTIVO,20344
2024-07-20,SANTA CRUZ,COLECTIVO,3960
2024-07-20,SANTA FE,COLECTIVO,250004
2024-07-20,SANTIAGO DEL ESTERO,COLECTIVO,951
2024-07-20,TIERRA DEL FUEGO,COLECTIVO,13166
2024-07-21,BUENOS AIRES,COLECTIVO,1750758
2024-07-21,BUENOS AIRES,LANCHAS,803
2024-07-21,CATAMARCA,COLECTIVO,23546
2024-07-21,CHACO,COLECTIVO,37653
2024-07-21,CHUBUT,COLECTIVO,20949
2024-07-21,CORDOBA,COLECTIVO,1222
2024-07-21,CORRIENTES,COLECTIVO,24606
2024-07-21,ENTRE RÍOS,COLECTIVO,27418
2024-07-21,FORMOSA,COLECTIVO,4302
2024-07-21,JUJUY,COLECTIVO,61340
2024-07-21,LA PAMPA,COLECTIVO,1906
2024-07-21,MENDOZA,COLECTIVO,236937
2024-07-21,NEUQUÉN,COLECTIVO,41395
2024-07-21,RÍO NEGRO,COLECTIVO,21889
2024-07-21,SAN JUAN,COLECTIVO,72488
2024-07-21,SAN LUIS,COLECTIVO,9990
2024-07-21,SANTA CRUZ,COLECTIVO,2102
2024-07-21,SANTA FE,COLECTIVO,146259
2024-07-21,TIERRA DEL FUEGO,COLECTIVO,7066
2024-07-22,BUENOS AIRES,LANCHAS,1421
2024-07-22,BUENOS AIRES,COLECTIVO,4306717
2024-07-22,CATAMARCA,COLECTIVO,44888
2024-07-22,CHACO,COLECTIVO,55145
2024-07-22,CHUBUT,COLECTIVO,62268
2024-07-22,CORDOBA,COLECTIVO,8120
2024-07-22,CORRIENTES,COLECTIVO,47276
2024-07-22,ENTRE RÍOS,COLECTIVO,102320
2024-07-22,FORMOSA,COLECTIVO,9755
2024-07-22,JUJUY,COLECTIVO,144230
2024-07-22,LA PAMPA,COLECTIVO,7042
2024-07-22,MENDOZA,COLECTIVO,724311
2024-07-22,NEUQUÉN,COLECTIVO,91646
2024-07-22,RÍO NEGRO,COLECTIVO,57984
2024-07-22,SAN JUAN,COLECTIVO,252476
2024-07-22,SAN LUIS,COLECTIVO,53876
2024-07-22,SANTA CRUZ,COLECTIVO,5709
2024-07-22,SANTA FE,COLECTIVO,560586
2024-07-22,SANTIAGO DEL ESTERO,COLECTIVO,1495
2024-07-22,TIERRA DEL FUEGO,COLECTIVO,18017
2024-07-23,BUENOS AIRES,LANCHAS,1192
2024-07-23,BUENOS AIRES,COLECTIVO,4476549
2024-07-23,CATAMARCA,COLECTIVO,49361
2024-07-23,CHACO,COLECTIVO,57326
2024-07-23,CHUBUT,COLECTIVO,69122
2024-07-23,CORDOBA,COLECTIVO,8520
2024-07-23,CORRIENTES,COLECTIVO,50821
2024-07-23,ENTRE RÍOS,COLECTIVO,103589
2024-07-23,FORMOSA,COLECTIVO,9356
2024-07-23,JUJUY,COLECTIVO,161420
2024-07-23,LA PAMPA,COLECTIVO,7176
2024-07-23,MENDOZA,COLECTIVO,757123
2024-07-23,NEUQUÉN,COLECTIVO,92798
2024-07-23,RÍO NEGRO,COLECTIVO,58741
2024-07-23,SAN JUAN,COLECTIVO,270355
2024-07-23,SAN LUIS,COLECTIVO,55479
2024-07-23,SANTA CRUZ,COLECTIVO,5649
2024-07-23,SANTA FE,COLECTIVO,568319
2024-07-23,SANTIAGO DEL ESTERO,COLECTIVO,1702
2024-07-23,TIERRA DEL FUEGO,COLECTIVO,18702
2024-07-24,BUENOS AIRES,LANCHAS,1240
2024-07-24,BUENOS AIRES,COLECTIVO,4148141
2024-07-24,CATAMARCA,COLECTIVO,49919
2024-07-24,CHACO,COLECTIVO,57760
2024-07-24,CHUBUT,COLECTIVO,66019
2024-07-24,CORDOBA,COLECTIVO,8755
2024-07-24,CORRIENTES,COLECTIVO,51255
2024-07-24,ENTRE RÍOS,COLECTIVO,92307
2024-07-24,FORMOSA,COLECTIVO,9045
2024-07-24,JUJUY,COLECTIVO,168036
2024-07-24,LA PAMPA,COLECTIVO,11860
2024-07-24,MENDOZA,COLECTIVO,773912
2024-07-24,NEUQUÉN,COLECTIVO,99419
2024-07-24,RÍO NEGRO,COLECTIVO,57742
2024-07-24,SAN JUAN,COLECTIVO,314795
2024-07-24,SAN LUIS,COLECTIVO,56133
2024-07-24,SANTA CRUZ,COLECTIVO,5792
2024-07-24,SANTA FE,COLECTIVO,585795
2024-07-24,SANTIAGO DEL ESTERO,COLECTIVO,1823
2024-07-24,TIERRA DEL FUEGO,COLECTIVO,19881
2024-07-25,BUENOS AIRES,COLECTIVO,4706805
2024-07-25,BUENOS AIRES,LANCHAS,1383
2024-07-25,CATAMARCA,COLECTIVO,55840
2024-07-25,CHACO,COLECTIVO,57227
2024-07-25,CHUBUT,COLECTIVO,64398
2024-07-25,CORDOBA,COLECTIVO,8629
2024-07-25,CORRIENTES,COLECTIVO,50899
2024-07-25,ENTRE RÍOS,COLECTIVO,96221
2024-07-25,FORMOSA,COLECTIVO,9035
2024-07-25,JUJUY,COLECTIVO,158622
2024-07-25,LA PAMPA,COLECTIVO,12477
2024-07-25,MENDOZA,COLECTIVO,268801
2024-07-25,NEUQUÉN,COLECTIVO,108278
2024-07-25,RÍO NEGRO,COLECTIVO,57566
2024-07-25,SAN JUAN,COLECTIVO,314056
2024-07-25,SAN LUIS,COLECTIVO,55073
2024-07-25,SANTA CRUZ,COLECTIVO,6147
2024-07-25,SANTA FE,COLECTIVO,608511
2024-07-25,SANTIAGO DEL ESTERO,COLECTIVO,187
2024-07-25,TIERRA DEL FUEGO,COLECTIVO,20041
2024-07-26,BUENOS AIRES,COLECTIVO,4855650
2024-07-26,BUENOS AIRES,LANCHAS,1629
2024-07-26,CATAMARCA,COLECTIVO,56277
2024-07-26,CHACO,COLECTIVO,59687
2024-07-26,CHUBUT,COLECTIVO,62385
2024-07-26,CORDOBA,COLECTIVO,8586
2024-07-26,CORRIENTES,COLECTIVO,53301
2024-07-26,ENTRE RÍOS,COLECTIVO,98009
2024-07-26,FORMOSA,COLECTIVO,9420
2024-07-26,JUJUY,COLECTIVO,165673
2024-07-26,LA PAMPA,COLECTIVO,12029
2024-07-26,MENDOZA,COLECTIVO,754465
2024-07-26,NEUQUÉN,COLECTIVO,111732
2024-07-26,RÍO NEGRO,COLECTIVO,57772
2024-07-26,SAN JUAN,COLECTIVO,299158
2024-07-26,SAN LUIS,COLECTIVO,55083
2024-07-26,SANTA CRUZ,COLECTIVO,5903
2024-07-26,SANTA FE,COLECTIVO,602073
2024-07-26,SANTIAGO DEL ESTERO,COLECTIVO,1781
2024-07-26,TIERRA DEL FUEGO,COLECTIVO,16070
2024-07-27,BUENOS AIRES,LANCHAS,1348
2024-07-27,BUENOS AIRES,COLECTIVO,3648335
2024-07-27,CATAMARCA,COLECTIVO,23676
2024-07-27,CHACO,COLECTIVO,42563
2024-07-27,CHUBUT,COLECTIVO,40723
2024-07-27,CORDOBA,COLECTIVO,3843
2024-07-27,CORRIENTES,COLECTIVO,37769
2024-07-27,ENTRE RÍOS,COLECTIVO,43553
2024-07-27,FORMOSA,COLECTIVO,6229
2024-07-27,JUJUY,COLECTIVO,123982
2024-07-27,LA PAMPA,COLECTIVO,4681
2024-07-27,MENDOZA,COLECTIVO,406527
2024-07-27,NEUQUÉN,COLECTIVO,63601
2024-07-27,RÍO NEGRO,COLECTIVO,32927
2024-07-27,SAN JUAN,COLECTIVO,152178
2024-07-27,SAN LUIS,COLECTIVO,21303
2024-07-27,SANTA CRUZ,COLECTIVO,3405
2024-07-27,SANTA FE,COLECTIVO,284426
2024-07-27,SANTIAGO DEL ESTERO,COLECTIVO,1015
2024-07-27,TIERRA DEL FUEGO,COLECTIVO,11749
2024-07-28,BUENOS AIRES,COLECTIVO,2002413
2024-07-28,BUENOS AIRES,LANCHAS,916
2024-07-28,CATAMARCA,COLECTIVO,11440
2024-07-28,CHACO,COLECTIVO,19259
2024-07-28,CHUBUT,COLECTIVO,21009
2024-07-28,CORDOBA,COLECTIVO,1520
2024-07-28,CORRIENTES,COLECTIVO,15600
2024-07-28,ENTRE RÍOS,COLECTIVO,22132
2024-07-28,FORMOSA,COLECTIVO,1950
2024-07-28,JUJUY,COLECTIVO,68678
2024-07-28,LA PAMPA,COLECTIVO,1848
2024-07-28,MENDOZA,COLECTIVO,208422
2024-07-28,NEUQUÉN,COLECTIVO,35771
2024-07-28,RÍO NEGRO,COLECTIVO,20479
2024-07-28,SAN JUAN,COLECTIVO,77482
2024-07-28,SAN LUIS,COLECTIVO,9753
2024-07-28,SANTA CRUZ,COLECTIVO,2006
2024-07-28,SANTA FE,COLECTIVO,159664
2024-07-28,TIERRA DEL FUEGO,COLECTIVO,6667
2024-07-29,BUENOS AIRES,LANCHAS,1205
2024-07-29,BUENOS AIRES,COLECTIVO,5390971
2024-07-29,CATAMARCA,COLECTIVO,56572
2024-07-29,CHACO,COLECTIVO,78221
2024-07-29,CHUBUT,COLECTIVO,77314
2024-07-29,CORDOBA,COLECTIVO,8170
